CityName,CityPopulation,CountryName,Continent,Region,LandMass,IndepYear,CountryPopulation,LifeExpectancy,GNP,GovernmentForm,HeadOfState,Capital,Language,Percentage
José C. Paz,221754,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Paraná,207041,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Godoy Cruz,206998,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Posadas,201273,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Guaymallén,200595,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Santiago del Estero,189947,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
San Salvador de Jujuy,178748,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Hurlingham,170028,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Neuquén,167296,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Ituzaingó,158197,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
San Fernando,153036,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Formosa,147636,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Las Heras,145823,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
La Rioja,138117,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
San Fernando del Valle de Cata,134935,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Río Cuarto,134355,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Comodoro Rivadavia,124104,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Mendoza,123027,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
San Nicolás de los Arroyos,119302,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
San Juan,119152,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Escobar,116675,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Concordia,116485,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Pilar,113428,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
San Luis,110136,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Ezeiza,99578,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
San Rafael,94651,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Tandil,91101,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Italian,1.7
Buenos Aires,2982146,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
La Matanza,1266461,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Córdoba,1157507,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Rosario,907718,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Lomas de Zamora,622013,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Quilmes,559249,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Almirante Brown,538918,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
La Plata,521936,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Mar del Plata,512880,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Miguel de Tucumán,470809,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Lanús,469735,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Merlo,463846,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
General San Martín,422542,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Salta,367550,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Moreno,356993,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Santa Fé,353063,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Avellaneda,353046,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Tres de Febrero,352311,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Morón,349246,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Florencio Varela,315432,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Isidro,306341,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Tigre,296226,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Malvinas Argentinas,290335,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Vicente López,288341,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Berazategui,276916,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Corrientes,258103,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Miguel,248700,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Bahía Blanca,239810,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Esteban Echeverría,235760,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Resistencia,229212,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
José C. Paz,221754,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Paraná,207041,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Godoy Cruz,206998,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Posadas,201273,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Guaymallén,200595,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Santiago del Estero,189947,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Salvador de Jujuy,178748,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Hurlingham,170028,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Neuquén,167296,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Ituzaingó,158197,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Fernando,153036,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Formosa,147636,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Las Heras,145823,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
La Rioja,138117,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Fernando del Valle de Cata,134935,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Río Cuarto,134355,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Comodoro Rivadavia,124104,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Mendoza,123027,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Nicolás de los Arroyos,119302,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Juan,119152,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Escobar,116675,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Concordia,116485,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Pilar,113428,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Luis,110136,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Ezeiza,99578,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
San Rafael,94651,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Tandil,91101,Argentina,South America,South America,2780400,1816,37032000,75.1,340238,Federal Republic,Fernando de la Rúa,Buenos Aires,Spanish,96.8
Yerevan,1248700,Armenia,Asia,Middle East,29800,1991,3520000,66.4,1813,Republic,Robert Kotšarjan,Yerevan,Armenian,93.4
Gjumri,211700,Armenia,Asia,Middle East,29800,1991,3520000,66.4,1813,Republic,Robert Kotšarjan,Yerevan,Armenian,93.4
Vanadzor,172700,Armenia,Asia,Middle East,29800,1991,3520000,66.4,1813,Republic,Robert Kotšarjan,Yerevan,Armenian,93.4
Yerevan,1248700,Armenia,Asia,Middle East,29800,1991,3520000,66.4,1813,Republic,Robert Kotšarjan,Yerevan,Azerbaijani,2.6
Gjumri,211700,Armenia,Asia,Middle East,29800,1991,3520000,66.4,1813,Republic,Robert Kotšarjan,Yerevan,Azerbaijani,2.6
Vanadzor,172700,Armenia,Asia,Middle East,29800,1991,3520000,66.4,1813,Republic,Robert Kotšarjan,Yerevan,Azerbaijani,2.6
Tafuna,5200,American Samoa,Oceania,Polynesia,199,NULL,68000,75.1,334,US Territory,George W. Bush,Fagatogo,English,3.1
Fagatogo,2323,American Samoa,Oceania,Polynesia,199,NULL,68000,75.1,334,US Territory,George W. Bush,Fagatogo,English,3.1
Tafuna,5200,American Samoa,Oceania,Polynesia,199,NULL,68000,75.1,334,US Territory,George W. Bush,Fagatogo,Samoan,90.6
Fagatogo,2323,American Samoa,Oceania,Polynesia,199,NULL,68000,75.1,334,US Territory,George W. Bush,Fagatogo,Samoan,90.6
Tafuna,5200,American Samoa,Oceania,Polynesia,199,NULL,68000,75.1,334,US Territory,George W. Bush,Fagatogo,Tongan,3.1
Fagatogo,2323,American Samoa,Oceania,Polynesia,199,NULL,68000,75.1,334,US Territory,George W. Bush,Fagatogo,Tongan,3.1
Saint John´s,24000,Antigua and Barbuda,North America,Caribbean,442,1981,68000,70.5,612,Constitutional Monarchy,Elisabeth II,Saint John´s,Creole English,95.7
Saint John´s,24000,Antigua and Barbuda,North America,Caribbean,442,1981,68000,70.5,612,Constitutional Monarchy,Elisabeth II,Saint John´s,English,0
Sydney,3276207,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Melbourne,2865329,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Brisbane,1291117,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Perth,1096829,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Adelaide,978100,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Canberra,322723,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Gold Coast,311932,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Newcastle,270324,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Central Coast,227657,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Wollongong,219761,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Hobart,126118,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Geelong,125382,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Townsville,109914,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Cairns,92273,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Arabic,1
Sydney,3276207,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Melbourne,2865329,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Brisbane,1291117,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Perth,1096829,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Adelaide,978100,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Canberra,322723,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Gold Coast,311932,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Newcastle,270324,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Central Coast,227657,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
Wollongong,219761,Australia,Oceania,Australia and New Zealand,7741220,1901,18886000,79.8,351182,"Constitutional Monarchy, Federation",Elisabeth II,Canberra,Canton Chinese,1.1
