CityName,CityPopulation,CountryName,Continent,Region,LandMass,IndepYear,CountryPopulation,LifeExpectancy,GNP,GovernmentForm,HeadOfState,Capital,Language,Percentage
Shahjahanpur,237713,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Kurnool,236800,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Tiruppur (Tirupper),235661,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Rohtak,233400,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
South Dum Dum,232811,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Mathura,226691,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Chandrapur,226105,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Barahanagar (Baranagar),224821,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Darbhanga,218391,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Siliguri (Shiliguri),216950,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Raurkela,215489,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ambattur,215424,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Panipat,215218,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Firozabad,215128,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ichalkaranji,214950,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Jammu,214737,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ramagundam,214384,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Eluru,212866,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Brahmapur,210418,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Alwar,205086,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Pondicherry,203065,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Thanjavur,202013,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bihar Sharif,201323,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Tuticorin,199854,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Imphal,198535,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Latur,197408,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sagar,195346,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Farrukhabad-cum-Fatehgarh,194567,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sangli,193197,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Parbhani,190255,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Nagar Coil,190084,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bijapur,186939,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Kukatpalle,185378,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bally,184474,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bhilwara,183965,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ratlam,183375,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Avadi,183215,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Dindigul,182477,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ahmadnagar,181339,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bilaspur,179833,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Shimoga,179258,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Kharagpur,177989,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Mira Bhayandar,175372,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Vellore,175061,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Jalna,174985,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Burnpur,174933,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Anantapur,174924,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Allappuzha (Alleppey),174666,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Tirupati,174369,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Karnal,173751,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Burhanpur,172710,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Hisar (Hissar),172677,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Tiruvottiyur,172562,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Mirzapur-cum-Vindhyachal,169336,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Secunderabad,167461,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Nadiad,167051,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Dewas,164364,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Murwara (Katni),163431,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ganganagar,161482,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Vizianagaram,160359,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Erode,159232,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Machilipatnam (Masulipatam),159110,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bhatinda (Bathinda),159042,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Raichur,157551,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Agartala,157358,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Arrah (Ara),157082,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Satna,156630,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Lalbahadur Nagar,155500,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Aizawl,155240,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Uluberia,155172,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Katihar,154367,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Cuddalore,153086,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Hugli-Chinsurah,151806,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Dhanbad,151789,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Raiganj,151045,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sambhal,150869,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Durg,150645,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Munger (Monghyr),150112,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Kanchipuram,150100,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
North Dum Dum,149965,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Karimnagar,148583,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bharatpur,148519,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sikar,148272,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Hardwar (Haridwar),147305,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Dabgram,147217,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Morena,147124,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Noida,146514,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Hapur,146262,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bhusawal,145143,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Khandwa,145133,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Yamuna Nagar,144346,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sonipat (Sonepat),143922,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Tenali,143726,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Raurkela Civil Township,140408,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Kollam (Quilon),139852,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Kumbakonam,139483,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ingraj Bazar (English Bazar),139204,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Timkur,138903,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Amroha,137061,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Serampore,137028,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Chapra,136877,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Pali,136842,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Maunath Bhanjan,136697,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Adoni,136182,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Jaunpur,136062,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Tirunelveli,135825,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bahraich,135400,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Gadag Betigeri,134051,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Proddatur,133914,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Chittoor,133462,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Barrackpur,133265,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bharuch (Broach),133102,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Naihati,132701,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Shillong,131719,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sambalpur,131138,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Junagadh,130484,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Rae Bareli,129904,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Rewa,128981,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Gurgaon,128608,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Khammam,127992,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bulandshahr,127201,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Navsari,126089,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Malkajgiri,126066,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Midnapore (Medinipur),125498,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Miraj,125407,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Raj Nandgaon,125371,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Alandur,125244,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Puri,125199,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Navadwip,125037,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sirsa,125000,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Korba,124501,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Faizabad,124437,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Etawah,124072,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Pathankot,123930,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Gandhinagar,123359,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Palghat (Palakkad),123289,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Veraval,123000,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Hoshiarpur,122705,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Ambala,122596,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Sitapur,121842,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bhiwani,121629,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Cuddapah,121463,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bhimavaram,121314,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Krishnanagar,121110,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Chandannagar,120378,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Mandya,120265,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Dibrugarh,120127,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Nandyal,119813,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Balurghat,119796,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Neyveli,118080,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Fatehpur,117675,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Mahbubnagar,116833,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Budaun,116695,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Porbandar,116671,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Silchar,115483,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Berhampore (Baharampur),115144,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Purnea (Purnia),114912,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bankura,114876,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Rajapalaiyam,114202,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Titagarh,114085,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Halisahar,114028,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Hathras,113285,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bhir (Bid),112434,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Pallavaram,111866,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Anand,110266,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Mango,110024,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Santipur,109956,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Bhind,109755,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Gondiya,109470,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Tiruvannamalai,109196,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
Yeotmal (Yavatmal),108578,India,Asia,Southern and Central Asia,3287263,1947,1013662000,62.5,447114,Federal Republic,Kocheril Raman Narayanan,New Delhi,Hindi,39.9
